client_id,number_contacts,contact_duration,pdays,previous,previous_outcome,campaign_outcome,campaign_id
220,2,216,999,0,not available,no,436
221,2,366,999,0,not available,no,587
222,1,210,999,0,not available,no,432
223,1,288,999,0,not available,no,511
224,1,168,999,0,not available,no,392
225,1,132,999,0,not available,no,357
226,2,64,999,0,not available,no,290
227,2,209,999,0,not available,no,436
228,3,410,999,0,not available,no,638
229,1,177,999,0,not available,no,406
230,2,580,999,0,not available,no,810
231,1,165,999,0,not available,no,396
232,2,127,999,0,not available,no,359
233,1,357,999,0,not available,no,590
234,1,175,999,0,not available,no,409
235,1,300,999,0,not available,no,535
236,1,136,999,0,not available,no,372
237,2,125,999,0,not available,no,362
238,2,189,999,0,not available,no,427
239,3,213,999,0,not available,no,452
240,2,238,999,0,not available,no,478
241,1,124,999,0,not available,no,365
242,1,18,999,0,not available,no,260
243,2,730,999,0,not available,no,973
244,1,40,999,0,not available,no,284
245,2,181,999,0,not available,no,426
246,1,79,999,0,not available,no,325
247,2,142,999,0,not available,no,389
248,1,389,999,0,not available,no,637
249,1,702,999,0,not available,no,951
250,1,151,999,0,not available,no,401
251,1,211,999,0,not available,no,462
252,1,117,999,0,not available,no,369
253,3,232,999,0,not available,no,485
254,2,408,999,0,not available,no,662
255,3,370,999,0,not available,no,625
256,2,179,999,0,not available,no,435
257,1,46,999,0,not available,no,303
258,1,200,999,0,not available,no,458
259,1,50,999,0,not available,no,309
260,1,181,999,0,not available,no,441
261,1,119,999,0,not available,no,380
262,1,361,999,0,not available,no,623
263,3,73,999,0,not available,no,336
264,2,67,999,0,not available,no,331
265,1,350,999,0,not available,no,615
266,2,150,999,0,not available,no,416
267,2,332,999,0,not available,no,599
268,2,611,999,0,not available,no,879
269,3,58,999,0,not available,no,327
270,1,151,999,0,not available,no,421
271,2,89,999,0,not available,no,360
272,1,152,999,0,not available,no,424
273,2,611,999,0,not available,no,884
274,2,110,999,0,not available,no,384
275,1,463,999,0,not available,no,738
276,1,962,999,0,not available,no,1238
277,2,102,999,0,not available,no,379
278,4,10,999,0,not available,no,288
279,3,118,999,0,not available,no,397
280,2,92,999,0,not available,no,372
281,3,143,999,0,not available,no,424
282,3,189,999,0,not available,no,471
283,2,75,999,0,not available,no,358
284,2,189,999,0,not available,no,473
285,2,55,999,0,not available,no,340
286,3,935,999,0,not available,yes,1221
287,2,56,999,0,not available,no,343
288,2,5,999,0,not available,no,293
289,2,225,999,0,not available,no,514
290,2,125,999,0,not available,no,415
291,2,286,999,0,not available,no,577
292,2,206,999,0,not available,no,498
293,2,164,999,0,not available,no,457
294,2,98,999,0,not available,no,392
295,2,446,999,0,not available,no,741
296,2,742,999,0,not available,no,1038
297,2,120,999,0,not available,no,417
298,3,122,999,0,not available,no,420
299,4,362,999,0,not available,no,661
300,2,357,999,0,not available,no,657
301,2,200,999,0,not available,no,501
302,2,107,999,0,not available,no,409
303,2,267,999,0,not available,no,570
304,2,248,999,0,not available,no,552
305,2,215,999,0,not available,no,520
306,2,209,999,0,not available,no,515
307,2,205,999,0,not available,no,512
308,3,261,999,0,not available,no,569
309,2,83,999,0,not available,no,392
310,3,106,999,0,not available,no,416
311,2,106,999,0,not available,no,417
312,2,108,999,0,not available,no,420
313,2,214,999,0,not available,no,527
314,2,358,999,0,not available,no,672
315,2,453,999,0,not available,no,768
316,2,364,999,0,not available,no,680
317,2,136,999,0,not available,no,453
318,2,173,999,0,not available,no,491
319,2,241,999,0,not available,no,560
320,3,224,999,0,not available,no,544
321,2,148,999,0,not available,no,469
322,2,230,999,0,not available,no,552
323,3,199,999,0,not available,no,522
324,2,196,999,0,not available,no,520
325,4,111,999,0,not available,no,436
326,3,231,999,0,not available,no,557
327,3,316,999,0,not available,no,643
328,2,240,999,0,not available,no,568
329,3,669,999,0,not available,no,998
330,2,425,999,0,not available,no,755
331,2,121,999,0,not available,no,452
332,5,174,999,0,not available,no,506
333,5,88,999,0,not available,no,421
334,3,313,999,0,not available,no,647
335,4,135,999,0,not available,no,470
336,2,152,999,0,not available,no,488
337,3,402,999,0,not available,no,739
338,2,221,999,0,not available,no,559
339,2,213,999,0,not available,no,552
340,3,144,999,0,not available,no,484
341,3,158,999,0,not available,no,499
342,3,220,999,0,not available,no,562
343,2,325,999,0,not available,no,668
344,2,254,999,0,not available,no,598
345,2,503,999,0,not available,no,848
346,2,680,999,0,not available,no,1026
347,4,421,999,0,not available,no,768
348,3,130,999,0,not available,no,478
349,2,164,999,0,not available,no,513
350,3,174,999,0,not available,no,524
351,2,113,999,0,not available,no,464
352,2,195,999,0,not available,no,547
353,3,347,999,0,not available,no,700
354,2,208,999,0,not available,no,562
355,4,404,999,0,not available,no,759
356,2,396,999,0,not available,no,752
357,2,98,999,0,not available,no,455
358,3,229,999,0,not available,no,587
359,2,350,999,0,not available,no,709
360,3,88,999,0,not available,no,448
361,2,379,999,0,not available,no,740
362,3,168,999,0,not available,no,530
363,3,190,999,0,not available,no,553
364,1,158,999,0,not available,no,522
365,1,210,999,0,not available,no,575
366,1,102,999,0,not available,no,468
367,1,306,999,0,not available,no,673
368,1,64,999,0,not available,no,432
369,1,218,999,0,not available,no,587
370,1,77,999,0,not available,no,447
371,1,54,999,0,not available,no,425
372,1,344,999,0,not available,no,716
373,1,195,999,0,not available,no,568
374,1,202,999,0,not available,no,576
375,1,286,999,0,not available,no,661
376,1,278,999,0,not available,no,654
377,1,189,999,0,not available,no,566
378,1,83,999,0,not available,no,461
379,1,18,999,0,not available,no,397
380,2,184,999,0,not available,no,564
381,1,235,999,0,not available,no,616
382,1,290,999,0,not available,no,672
383,1,133,999,0,not available,no,516
384,1,318,999,0,not available,no,702
385,1,437,999,0,not available,no,822
386,1,402,999,0,not available,no,788
387,4,501,999,0,not available,no,888
388,1,1201,999,0,not available,yes,1589
389,1,1030,999,0,not available,yes,1419
390,1,253,999,0,not available,no,643
391,1,149,999,0,not available,no,540
392,1,144,999,0,not available,no,536
393,1,69,999,0,not available,no,462
394,1,243,999,0,not available,no,637
395,2,769,999,0,not available,no,1164
396,3,135,999,0,not available,no,531
397,1,231,999,0,not available,no,628
398,2,442,999,0,not available,no,840
399,1,199,999,0,not available,no,598
400,1,455,999,0,not available,no,855
401,1,152,999,0,not available,no,553
402,1,124,999,0,not available,no,526
403,1,424,999,0,not available,no,827
404,1,43,999,0,not available,no,447
405,1,154,999,0,not available,no,559
406,1,393,999,0,not available,no,799
407,2,203,999,0,not available,no,610
408,2,140,999,0,not available,no,548
409,1,326,999,0,not available,no,735
410,1,483,999,0,not available,no,893
411,1,259,999,0,not available,no,670
412,1,227,999,0,not available,no,639
413,1,673,999,0,not available,no,1086
414,1,576,999,0,not available,no,990
415,2,180,999,0,not available,no,595
416,1,90,999,0,not available,no,506
417,1,505,999,0,not available,no,922
418,1,245,999,0,not available,no,663
419,1,186,999,0,not available,no,605
420,1,208,999,0,not available,no,628
421,1,623,999,0,not available,no,1044
422,1,180,999,0,not available,no,602
423,3,496,999,0,not available,no,919
424,1,118,999,0,not available,no,542
425,2,102,999,0,not available,no,527
426,1,342,999,0,not available,no,768
427,1,225,999,0,not available,no,652
428,3,185,999,0,not available,no,613
429,1,276,999,0,not available,no,705
430,1,87,999,0,not available,no,517
431,1,744,999,0,not available,no,1175
432,1,262,999,0,not available,no,694
433,1,271,999,0,not available,no,704
434,1,141,999,0,not available,no,575
435,2,198,999,0,not available,no,633
436,1,150,999,0,not available,no,586
437,1,241,999,0,not available,no,678
438,1,196,999,0,not available,no,634
439,1,149,999,0,not available,no,588
440,1,264,999,0,not available,no,704
441,1,246,999,0,not available,no,687
442,2,309,999,0,not available,no,751
443,1,140,999,0,not available,no,583
444,1,175,999,0,not available,no,619
445,1,136,999,0,not available,no,581
446,1,1623,999,0,not available,yes,2069
447,1,50,999,0,not available,no,497
448,1,101,999,0,not available,no,549
449,1,144,999,0,not available,no,593
450,1,238,999,0,not available,no,688
451,1,354,999,0,not available,no,805
452,2,451,999,0,not available,no,903
453,1,159,999,0,not available,no,612
454,1,170,999,0,not available,no,624
455,1,243,999,0,not available,no,698
456,2,141,999,0,not available,no,597
457,1,112,999,0,not available,no,569
458,2,262,999,0,not available,no,720
459,1,53,999,0,not available,no,512
460,1,134,999,0,not available,no,594
461,4,204,999,0,not available,no,665
462,1,678,999,0,not available,no,1140
463,1,182,999,0,not available,no,645
464,1,162,999,0,not available,no,626
465,1,177,999,0,not available,no,642
466,1,27,999,0,not available,no,493
467,3,699,999,0,not available,no,1166
468,1,358,999,0,not available,no,826
469,1,1677,999,0,not available,yes,2146
470,1,529,999,0,not available,no,999
471,1,310,999,0,not available,no,781
472,1,47,999,0,not available,no,519
473,1,379,999,0,not available,no,852
474,2,30,999,0,not available,no,504
475,1,472,999,0,not available,no,947
476,1,113,999,0,not available,no,589
477,1,114,999,0,not available,no,591
478,1,116,999,0,not available,no,594
479,1,448,999,0,not available,no,927
480,1,264,999,0,not available,no,744
481,1,169,999,0,not available,no,650
482,1,145,999,0,not available,no,627
483,1,288,999,0,not available,no,771
484,1,381,999,0,not available,no,865
485,2,176,999,0,not available,no,661
486,1,215,999,0,not available,no,701
487,1,278,999,0,not available,no,765
488,2,188,999,0,not available,no,676
489,2,174,999,0,not available,no,663
490,2,226,999,0,not available,no,716
491,2,111,999,0,not available,no,602
492,2,157,999,0,not available,no,649
493,1,46,999,0,not available,no,539
494,1,49,999,0,not available,no,543
495,1,374,999,0,not available,no,869
496,1,349,999,0,not available,no,845
497,1,325,999,0,not available,no,822
498,2,233,999,0,not available,no,731
499,1,531,999,0,not available,no,1030
500,1,153,999,0,not available,no,653
501,1,80,999,0,not available,no,581
502,1,198,999,0,not available,no,700
503,1,568,999,0,not available,no,1071
504,1,918,999,0,not available,yes,1422
505,1,82,999,0,not available,no,587
506,3,198,999,0,not available,no,704
507,1,211,999,0,not available,no,718
508,1,120,999,0,not available,no,628
509,1,269,999,0,not available,no,778
510,1,128,999,0,not available,no,638
511,2,166,999,0,not available,no,677
512,1,211,999,0,not available,no,723
513,1,369,999,0,not available,no,882
514,1,91,999,0,not available,no,605
515,2,267,999,0,not available,no,782
516,1,198,999,0,not available,no,714
517,2,371,999,0,not available,no,888
518,2,288,999,0,not available,no,806
519,1,221,999,0,not available,no,740
520,1,427,999,0,not available,no,947
521,1,310,999,0,not available,no,831
522,1,158,999,0,not available,no,680
523,1,198,999,0,not available,no,721
524,1,145,999,0,not available,no,669
525,1,247,999,0,not available,no,772
526,1,102,999,0,not available,no,628
527,2,179,999,0,not available,no,706
528,1,73,999,0,not available,no,601
529,2,263,999,0,not available,no,792
530,2,342,999,0,not available,no,872
531,1,41,999,0,not available,no,572
532,1,13,999,0,not available,no,545
533,2,79,999,0,not available,no,612
534,1,358,999,0,not available,no,892
535,1,162,999,0,not available,no,697
536,1,150,999,0,not available,no,686
537,1,26,999,0,not available,no,563
538,1,250,999,0,not available,no,788
539,1,792,999,0,not available,no,1331
540,1,146,999,0,not available,no,686
541,1,440,999,0,not available,no,981
542,1,289,999,0,not available,no,831
543,2,242,999,0,not available,no,785
544,1,123,999,0,not available,no,667
545,2,161,999,0,not available,no,706
546,2,268,999,0,not available,no,814
547,2,259,999,0,not available,no,806
548,1,26,999,0,not available,no,574
549,1,153,999,0,not available,no,702
550,2,424,999,0,not available,no,974
551,1,375,999,0,not available,no,926
552,2,179,999,0,not available,no,731
553,1,383,999,0,not available,no,936
554,1,440,999,0,not available,no,994
555,1,195,999,0,not available,no,750
556,3,1297,999,0,not available,yes,1853
557,1,217,999,0,not available,no,774
558,1,87,999,0,not available,no,645
559,1,427,999,0,not available,no,986
560,1,189,999,0,not available,no,749
561,1,502,999,0,not available,no,1063
562,1,260,999,0,not available,no,822
563,1,209,999,0,not available,no,772
564,1,179,999,0,not available,no,743
565,1,179,999,0,not available,no,744
566,1,69,999,0,not available,no,635
567,2,105,999,0,not available,no,672
568,3,266,999,0,not available,no,834
569,2,87,999,0,not available,no,656
570,2,524,999,0,not available,no,1094
571,2,155,999,0,not available,no,726
572,2,162,999,0,not available,no,734
573,4,316,999,0,not available,no,889
574,2,352,999,0,not available,no,926
575,3,695,999,0,not available,no,1270
576,4,76,999,0,not available,no,652
577,2,535,999,0,not available,no,1112
578,2,310,999,0,not available,no,888
579,3,390,999,0,not available,no,969
580,1,369,999,0,not available,no,949
581,2,112,999,0,not available,no,693
582,1,79,999,0,not available,no,661
583,2,140,999,0,not available,no,723
584,1,315,999,0,not available,no,899
585,2,262,999,0,not available,no,847
586,2,174,999,0,not available,no,760
587,2,424,999,0,not available,no,1011
588,1,135,999,0,not available,no,723
589,5,36,999,0,not available,no,625
590,3,1906,999,0,not available,no,2496
591,2,219,999,0,not available,no,810
592,1,135,999,0,not available,no,727
593,2,147,999,0,not available,no,740
594,2,407,999,0,not available,no,1001
595,4,402,999,0,not available,no,997
596,1,209,999,0,not available,no,805
597,2,92,999,0,not available,no,689
598,1,208,999,0,not available,no,806
599,1,193,999,0,not available,no,792
600,1,65,999,0,not available,no,665
601,2,284,999,0,not available,no,885
602,1,285,999,0,not available,no,887
603,1,231,999,0,not available,no,834
604,1,278,999,0,not available,no,882
605,1,389,999,0,not available,no,994
606,1,158,999,0,not available,no,764
607,2,78,999,0,not available,no,685
608,5,258,999,0,not available,no,866
609,1,87,999,0,not available,no,696
610,2,147,999,0,not available,no,757
611,1,635,999,0,not available,no,1246
612,1,289,999,0,not available,no,901
613,3,170,999,0,not available,no,783
614,1,802,999,0,not available,no,1416
615,2,381,999,0,not available,no,996
616,4,218,999,0,not available,no,834
617,2,57,999,0,not available,no,674
618,2,304,999,0,not available,no,922
619,3,241,999,0,not available,no,860
620,1,230,999,0,not available,no,850
621,4,79,999,0,not available,no,700
622,3,262,999,0,not available,no,884
623,2,392,999,0,not available,no,1015
624,2,201,999,0,not available,no,825
625,1,145,999,0,not available,no,770
626,1,252,999,0,not available,no,878
627,1,329,999,0,not available,no,956
628,2,328,999,0,not available,no,956
629,2,191,999,0,not available,no,820
630,2,116,999,0,not available,no,746
631,1,246,999,0,not available,no,877
632,2,532,999,0,not available,no,1164
633,1,293,999,0,not available,no,926
634,3,416,999,0,not available,no,1050
635,2,37,999,0,not available,no,672
636,2,132,999,0,not available,no,768
637,2,530,999,0,not available,no,1167
638,3,175,999,0,not available,no,813
639,5,90,999,0,not available,no,729
640,2,524,999,0,not available,no,1164
641,3,29,999,0,not available,no,670
642,2,311,999,0,not available,no,953
643,1,412,999,0,not available,no,1055
644,2,211,999,0,not available,no,855
645,3,312,999,0,not available,no,957
646,1,392,999,0,not available,no,1038
647,1,191,999,0,not available,no,838
648,2,284,999,0,not available,no,932
649,1,328,999,0,not available,no,977
650,1,100,999,0,not available,no,750
651,1,226,999,0,not available,no,877
652,1,507,999,0,not available,no,1159
653,2,333,999,0,not available,no,986
654,2,128,999,0,not available,no,782
655,2,322,999,0,not available,no,977
656,4,202,999,0,not available,no,858
657,2,92,999,0,not available,no,749
658,2,205,999,0,not available,no,863
659,3,739,999,0,not available,no,1398
660,2,273,999,0,not available,no,933
661,3,339,999,0,not available,no,1000
662,1,262,999,0,not available,no,924
663,3,308,999,0,not available,no,971
664,2,467,999,0,not available,no,1131
665,2,245,999,0,not available,no,910
666,3,160,999,0,not available,no,826
667,2,189,999,0,not available,no,856
668,1,477,999,0,not available,no,1145
669,3,65,999,0,not available,no,734
670,1,191,999,0,not available,no,861
671,2,196,999,0,not available,no,867
672,2,221,999,0,not available,no,893
673,2,197,999,0,not available,no,870
674,2,178,999,0,not available,no,852
675,2,221,999,0,not available,no,896
676,2,64,999,0,not available,no,740
677,2,75,999,0,not available,no,752
678,2,400,999,0,not available,no,1078
679,3,378,999,0,not available,no,1057
680,2,118,999,0,not available,no,798
681,2,1597,999,0,not available,yes,2278
682,2,346,999,0,not available,no,1028
683,2,107,999,0,not available,no,790
684,3,60,999,0,not available,no,744
685,2,276,999,0,not available,no,961
686,2,176,999,0,not available,no,862
687,2,390,999,0,not available,no,1077
688,3,251,999,0,not available,no,939
689,2,716,999,0,not available,no,1405
690,3,189,999,0,not available,no,879
691,2,125,999,0,not available,no,816
692,2,234,999,0,not available,no,926
693,2,79,999,0,not available,no,772
694,6,13,999,0,not available,no,707
695,3,296,999,0,not available,no,991
696,2,114,999,0,not available,no,810
697,3,283,999,0,not available,no,980
698,2,109,999,0,not available,no,807
699,2,132,999,0,not available,no,831
700,2,144,999,0,not available,no,844
701,2,121,999,0,not available,no,822
702,3,95,999,0,not available,no,797
703,3,31,999,0,not available,no,734
704,3,112,999,0,not available,no,816
705,2,161,999,0,not available,no,866
706,4,87,999,0,not available,no,793
707,2,593,999,0,not available,no,1300
708,2,99,999,0,not available,no,807
709,2,198,999,0,not available,no,907
710,2,285,999,0,not available,no,995
711,3,190,999,0,not available,no,901
712,5,172,999,0,not available,no,884
713,2,178,999,0,not available,no,891
714,2,174,999,0,not available,no,888
715,2,631,999,0,not available,no,1346
716,3,152,999,0,not available,no,868
717,5,176,999,0,not available,no,893
718,3,32,999,0,not available,no,750
719,2,1529,999,0,not available,no,2248
720,2,254,999,0,not available,no,974
721,2,214,999,0,not available,no,935
722,3,147,999,0,not available,no,869
723,4,800,999,0,not available,no,1523
724,2,106,999,0,not available,no,830
725,2,135,999,0,not available,no,860
726,4,112,999,0,not available,no,838
727,2,222,999,0,not available,no,949
728,3,314,999,0,not available,no,1042
729,2,421,999,0,not available,no,1150
730,2,410,999,0,not available,no,1140
731,3,207,999,0,not available,no,938
732,2,239,999,0,not available,no,971
733,4,83,999,0,not available,no,816
734,3,160,999,0,not available,no,894
735,3,42,999,0,not available,no,777
736,2,55,999,0,not available,no,791
737,2,157,999,0,not available,no,894
738,3,303,999,0,not available,no,1041
739,3,336,999,0,not available,no,1075
740,2,233,999,0,not available,no,973
741,2,211,999,0,not available,no,952
742,5,88,999,0,not available,no,830
743,2,139,999,0,not available,no,882
744,3,329,999,0,not available,no,1073
745,2,305,999,0,not available,no,1050
746,2,206,999,0,not available,no,952
747,2,128,999,0,not available,no,875
748,3,122,999,0,not available,no,870
749,3,343,999,0,not available,no,1092
750,2,126,999,0,not available,no,876
751,3,249,999,0,not available,no,1000
752,3,59,999,0,not available,no,811
753,3,166,999,0,not available,no,919
754,3,190,999,0,not available,no,944
755,2,216,999,0,not available,no,971
756,3,51,999,0,not available,no,807
757,3,169,999,0,not available,no,926
758,3,148,999,0,not available,no,906
759,3,132,999,0,not available,no,891
760,3,117,999,0,not available,no,877
761,4,275,999,0,not available,no,1036
762,2,124,999,0,not available,no,886
763,3,118,999,0,not available,no,881
764,2,479,999,0,not available,no,1243
765,3,285,999,0,not available,no,1050
766,2,322,999,0,not available,no,1088
767,2,202,999,0,not available,no,969
768,2,162,999,0,not available,no,930
769,3,216,999,0,not available,no,985
770,2,195,999,0,not available,no,965
771,2,96,999,0,not available,no,867
772,2,149,999,0,not available,no,921
773,2,720,999,0,not available,no,1493
774,2,92,999,0,not available,no,866
775,2,188,999,0,not available,no,963
776,2,70,999,0,not available,no,846
777,3,141,999,0,not available,no,918
778,2,395,999,0,not available,no,1173
779,2,629,999,0,not available,no,1408
780,3,261,999,0,not available,no,1041
781,1,502,999,0,not available,no,1283
782,1,446,999,0,not available,no,1228
783,3,131,999,0,not available,no,914
784,3,198,999,0,not available,no,982
785,1,312,999,0,not available,no,1097
786,6,275,999,0,not available,no,1061
787,2,120,999,0,not available,no,907
788,4,333,999,0,not available,no,1121
789,1,113,999,0,not available,no,902
790,1,150,999,0,not available,no,940
791,1,91,999,0,not available,no,882
792,1,296,999,0,not available,no,1088
793,3,128,999,0,not available,no,921
794,1,298,999,0,not available,no,1092
795,1,326,999,0,not available,no,1121
796,1,292,999,0,not available,no,1088
797,1,215,999,0,not available,no,1012
798,1,97,999,0,not available,no,895
799,1,32,999,0,not available,no,831
800,1,162,999,0,not available,no,962
801,1,421,999,0,not available,no,1222
802,1,268,999,0,not available,no,1070
803,1,232,999,0,not available,no,1035
804,3,152,999,0,not available,no,956
805,2,104,999,0,not available,no,909
806,1,852,999,0,not available,no,1658
807,2,159,999,0,not available,no,966
808,2,416,999,0,not available,no,1224
809,1,174,999,0,not available,no,983
810,1,139,999,0,not available,no,949
